transaction_id,customer_id,product_id,quantity,total_amount,transaction_date
774803,80029,100,2,705.74,2025-02-14 09:34:28
627545,59097,363,3,984.8,2025-03-24 04:31:34
916146,84403,438,4,2872.16,2025-01-12 13:02:07
287712,33533,339,4,3735.5,2025-03-01 08:21:15
576709,42586,436,3,1594.96,2025-02-10 02:56:23
957049,25705,558,4,4672.73,2025-02-19 05:29:59
953016,80636,558,4,3021.24,2025-03-27 09:17:35
666315,36714,695,3,2111.66,2025-03-10 17:49:02
396306,45702,651,5,878.85,2025-03-10 00:25:13
194732,82230,274,5,2860.99,2025-01-20 11:01:47
692764,69287,651,3,531.35,2025-01-19 01:29:00
342438,79175,558,5,1121.1,2025-02-14 02:59:31
119645,53486,877,4,2390.96,2025-03-09 16:44:20
917758,85183,363,1,3201.59,2025-01-25 11:37:42
563374,50669,927,4,2887.55,2025-02-27 03:47:03
895347,35831,717,4,758.28,2025-02-11 06:06:53
729917,66747,695,4,328.6,2025-03-14 19:15:24
765365,84601,113,1,3108.17,2025-03-10 06:49:50
179035,61357,695,3,3121.47,2025-01-21 10:32:21
319889,80638,395,2,4966.3,2025-02-26 23:56:40
647035,55952,657,2,1846.89,2025-03-10 14:41:44
718746,58930,338,1,2611.91,2025-03-25 21:21:51
999903,86647,497,5,1916.15,2025-01-30 22:09:17
555649,92182,208,5,4629.22,2025-01-28 18:12:47
787478,87942,743,1,1930.76,2025-02-09 22:11:32
181726,69523,363,3,4437.27,2025-02-16 14:33:58
525315,45577,492,5,4341.2,2025-02-02 23:47:39
366532,99147,735,2,177.9,2025-01-29 18:20:34
153762,46577,772,5,2816.11,2025-02-25 13:11:44
775515,69311,917,1,2237.79,2025-01-25 14:39:23
539935,25433,558,3,1516.53,2025-03-20 16:35:47
200920,91145,150,3,3660.98,2025-03-17 15:24:32
599603,88879,540,3,2827.9,2025-01-10 12:03:35
497158,10196,339,5,4782.98,2025-01-30 01:31:14
165499,78689,287,5,1683.33,2025-01-21 22:31:28
283933,88773,848,3,4644.88,2025-02-12 08:15:28
697125,59226,927,4,3955.89,2025-01-02 06:59:39
900838,80175,374,5,276.13,2025-02-11 12:28:26
593533,10334,667,2,2831.24,2025-01-04 17:54:54
197295,81031,339,4,1335.81,2025-03-08 01:59:03
413253,84317,318,3,1078.4,2025-01-01 18:15:42
143090,83732,743,3,1189.61,2025-03-08 22:57:02
521632,60095,395,1,4260.14,2025-03-10 05:07:09
725300,22802,338,1,4417.41,2025-01-20 04:49:40
299413,35915,321,2,4187.3,2025-03-23 07:27:38
738433,43028,667,1,2020.89,2025-02-19 07:03:35
276611,22966,241,3,4664.3,2025-02-13 05:46:04
276227,75395,470,2,2788.22,2025-02-08 06:46:56
468622,25008,307,2,3706.49,2025-03-01 02:48:57
491483,73207,709,3,477.9,2025-01-02 16:17:01
249647,86034,926,3,403.3,2025-01-10 04:59:44
833022,72940,670,1,4519.91,2025-02-18 00:42:57
416689,97606,374,1,4977.37,2025-03-04 01:51:42
948192,71447,593,1,3069.56,2025-02-02 15:04:38
622141,92567,670,5,2639.45,2025-03-23 16:22:33
385536,79286,540,3,3112.48,2025-01-21 00:35:10
405629,43739,262,5,4312.28,2025-02-09 12:52:51
403431,53789,339,5,1743.62,2025-03-12 20:00:41
812893,40400,911,4,650.13,2025-01-07 23:34:30
586038,85518,113,3,757.95,2025-01-29 10:56:35
871599,92263,709,5,3576.79,2025-02-15 13:44:02
310344,58561,778,5,897.12,2025-03-17 09:09:10
503789,61809,436,1,3990.54,2025-01-07 22:33:24
778006,99817,695,1,4099.98,2025-01-07 06:13:48
987043,97080,363,4,3869.51,2025-02-05 22:22:56
629370,18997,241,5,3896.9,2025-01-08 11:45:30
443351,47447,498,2,1994.72,2025-03-15 05:36:33
639298,86706,196,5,72.7,2025-01-17 23:39:16
557181,87596,255,5,1312.97,2025-02-10 07:14:59
373737,51820,580,2,557.75,2025-01-17 22:23:41
455794,66178,848,5,2683.6,2025-02-18 01:56:45
531076,33552,363,3,2313.5,2025-01-22 21:19:12
144487,71896,196,1,3899.93,2025-03-01 03:19:53
444441,88988,688,5,1918.45,2025-03-11 08:01:43
864358,75585,410,1,3362.89,2025-02-12 15:41:15
495890,57706,748,1,3202.75,2025-01-12 22:35:15
869666,58254,558,5,905.2,2025-02-24 21:27:30
834749,59462,851,3,3275.43,2025-02-25 02:05:27
470882,18474,673,1,4123.82,2025-01-23 04:50:17
556884,12476,307,3,2578.64,2025-02-11 08:47:24
461645,28822,927,2,2385.92,2025-03-04 15:08:16
131025,44870,877,5,4617.76,2025-02-07 10:23:41
405317,20928,287,3,196.77,2025-02-16 07:50:02
465307,55747,748,3,25.92,2025-03-12 13:50:39
550557,64779,196,3,1245.71,2025-03-08 11:42:10
646476,22528,113,1,1792.93,2025-02-14 14:55:38
263507,22429,196,2,3683.63,2025-02-24 08:25:57
803664,84829,926,2,411.2,2025-01-02 16:35:24
200922,89511,307,5,680.48,2025-02-02 19:52:04
684938,71350,580,4,24.96,2025-01-10 18:57:25
108994,50461,318,4,3353.8,2025-01-25 00:55:46
250454,34162,651,3,2915.76,2025-01-16 08:41:54
289080,59811,652,1,1187.4,2025-02-24 14:32:31
395758,37875,196,5,3915.67,2025-01-16 02:25:45
270253,90585,196,2,4684.33,2025-02-07 18:06:47
219663,98039,580,3,1626.69,2025-02-11 21:08:59
106001,98998,667,1,4038.13,2025-01-20 10:19:10
449529,95184,709,1,2993.79,2025-03-01 01:42:31
526323,11409,436,3,4225.9,2025-03-09 13:28:43
981361,85189,926,2,4535.5,2025-01-05 08:55:39
498654,65454,732,1,4856.44,2025-01-03 06:21:14
538133,41453,848,1,2255.87,2025-03-11 22:46:43
725234,84019,877,1,1641.19,2025-03-03 07:29:10
977930,92182,717,2,3950.76,2025-02-09 12:30:26
717260,33655,492,5,522.48,2025-02-14 13:56:12
997062,54407,848,2,4118.89,2025-03-19 07:44:22
314359,18112,274,1,744.34,2025-02-09 23:58:16
279585,23046,339,5,915.93,2025-02-23 14:55:30
419451,18116,851,3,1627.37,2025-01-28 00:29:43
529870,80941,497,4,234.9,2025-01-10 11:32:32
493712,97101,150,1,3331.3,2025-01-03 05:08:44
934749,56303,927,4,2437.3,2025-03-15 00:21:34
459164,59345,374,2,3137.54,2025-03-26 04:26:53
978804,98762,438,3,2734.56,2025-01-28 15:21:24
276469,26906,113,1,1153.15,2025-01-31 22:06:02
282751,25751,667,5,3000.17,2025-01-11 06:49:08
350122,86115,113,1,2627.93,2025-02-16 10:02:29
243279,71182,667,4,4101.2,2025-01-16 20:38:41
721624,41849,307,2,3096.8,2025-01-15 23:47:05
164080,65284,113,4,2659.77,2025-03-25 17:19:38
941748,97974,274,1,4300.95,2025-03-05 16:33:50
916041,29069,438,4,4896.25,2025-03-22 01:25:31
487421,27980,670,1,2162.13,2025-01-04 18:52:15
558253,51995,274,2,4800.5,2025-03-14 05:06:24
991286,12113,732,1,979.12,2025-02-15 10:19:59
960138,45765,717,1,3929.44,2025-03-06 19:45:09
327393,92153,673,4,3939.4,2025-02-10 21:52:12
568140,32538,743,3,2285.91,2025-02-19 05:20:58
405281,97181,917,2,3773.25,2025-01-24 06:41:25
542898,71091,438,4,1239.1,2025-02-06 05:28:37
511021,80355,911,3,152.11,2025-02-19 02:42:36
759447,69782,358,5,1706.65,2025-02-05 16:33:39
327544,68750,385,4,1712.0,2025-03-22 19:02:02
153237,43526,255,5,2650.67,2025-03-02 00:51:01
189725,50061,241,1,604.82,2025-02-21 09:19:40
910762,21668,208,3,2329.33,2025-02-08 21:12:30
267726,62048,470,2,2000.21,2025-01-06 09:20:51
774290,25038,743,1,4905.22,2025-01-07 19:28:40
477381,77516,208,1,1364.82,2025-02-17 19:37:35
438463,79379,287,4,690.92,2025-01-02 01:31:49
174197,25325,652,2,4625.1,2025-03-03 02:25:16
625704,35956,470,2,2463.9,2025-03-11 00:28:47
761495,10232,436,1,562.61,2025-01-20 09:52:55
722088,14528,732,1,1293.45,2025-02-25 09:18:44
369908,31207,848,1,1601.83,2025-02-04 08:38:22
433145,53369,695,2,2757.8,2025-02-24 06:05:02
518201,57814,262,5,3839.25,2025-01-18 18:13:44
515422,46717,321,1,461.6,2025-02-17 08:10:19
479479,17162,208,5,799.93,2025-01-24 10:40:56
140166,19100,374,5,871.37,2025-03-03 14:12:19
412204,90884,688,3,2048.56,2025-02-10 13:24:34
833139,10890,492,4,3701.13,2025-02-08 07:42:17
769657,34362,410,1,2616.8,2025-02-27 14:38:33
981734,24669,743,1,3224.67,2025-01-31 10:28:12
265065,51490,732,2,2129.74,2025-01-25 09:10:30
939378,72143,287,4,1524.58,2025-03-20 00:39:35
761986,66627,717,3,437.64,2025-02-11 01:59:04
476523,38589,670,3,1039.96,2025-03-05 06:33:01
987038,48169,274,2,4579.98,2025-02-26 23:15:35
273795,90602,533,4,3713.15,2025-03-03 18:16:19
234713,18574,657,1,2195.35,2025-03-09 18:13:50
738943,46195,778,2,4189.14,2025-03-12 19:44:40
279110,63548,100,5,2107.71,2025-02-02 08:18:59
806621,59711,926,1,3501.95,2025-02-04 16:49:01
282606,15002,748,5,7.78,2025-02-08 02:36:42
964377,28376,593,4,2882.65,2025-03-07 08:33:33
988074,46321,732,3,4062.61,2025-01-25 06:44:42
189211,88075,558,5,3431.68,2025-03-02 15:47:29
289806,84829,651,5,382.52,2025-03-02 15:44:05
856880,98919,651,1,4828.61,2025-03-25 20:39:26
691040,63757,778,5,1601.78,2025-02-20 14:21:23
381379,97685,695,3,172.31,2025-02-27 19:19:41
497204,77025,321,2,2857.2,2025-03-01 15:19:21
723173,12568,262,5,4115.76,2025-02-18 05:45:18
236321,61850,848,4,2131.63,2025-01-14 01:48:08
312449,54212,436,5,80.12,2025-01-07 16:23:56
561437,21811,652,1,2174.23,2025-02-18 06:03:42
564053,43013,732,4,1047.55,2025-01-18 15:17:06
229210,70844,558,4,3110.42,2025-01-15 08:06:52
487070,82712,497,2,4247.36,2025-02-03 02:45:52
105571,77204,338,3,3626.65,2025-03-26 13:39:38
361198,69368,208,1,2951.17,2025-02-24 08:31:19
271316,56039,927,2,2699.47,2025-01-06 08:55:26
335412,65374,651,4,2433.61,2025-01-18 12:21:17
486080,12379,287,2,2816.16,2025-02-10 05:42:03
135048,33855,743,1,360.83,2025-01-31 03:56:17
800560,43237,580,2,3415.49,2025-02-05 07:33:39
762853,57936,492,2,186.23,2025-03-15 19:34:22
416366,69991,498,1,3704.62,2025-03-08 12:08:34
915432,20540,410,5,3764.85,2025-02-20 20:33:18
560664,81721,363,3,609.94,2025-02-24 06:09:10
173816,71940,287,3,679.79,2025-03-25 11:06:08
157200,25706,717,3,2079.78,2025-03-28 02:10:07
674724,22366,848,3,2917.23,2025-02-01 01:00:47
442208,20093,187,5,4992.21,2025-01-12 23:59:58
575306,69480,196,3,4991.5,2025-01-22 12:59:10
951729,23057,743,5,2082.85,2025-02-02 09:16:08
345100,85625,498,2,2574.46,2025-01-23 06:23:14
515356,32919,695,2,2723.2,2025-01-20 23:18:42
146124,16368,732,2,1088.6,2025-03-22 20:20:44
780488,74081,318,4,3958.46,2025-01-13 21:46:40
648913,66503,410,3,1158.98,2025-01-05 10:24:40
495429,69314,363,3,3479.87,2025-02-21 03:28:57
498277,13699,339,4,4679.13,2025-01-18 06:11:13
894497,50617,196,5,819.7,2025-03-05 12:44:27
275531,84325,358,1,1534.94,2025-03-02 05:32:35
914576,56005,255,2,824.95,2025-02-21 15:29:06
967756,21311,651,3,886.1,2025-03-25 20:51:37
595936,59179,688,3,2070.4,2025-03-14 15:46:12
980728,41461,580,3,286.7,2025-02-01 17:12:15
550972,29600,533,2,2453.14,2025-01-10 00:16:08
951088,26579,208,2,1437.71,2025-02-22 05:52:46
733456,86388,742,4,894.28,2025-03-06 00:45:18
670795,74478,497,4,2250.66,2025-03-17 11:41:30
963063,99803,150,2,3556.5,2025-01-23 10:45:29
517182,72221,680,1,319.97,2025-01-05 10:52:31
552416,73819,339,4,3703.34,2025-02-15 01:21:31
777632,48261,540,4,293.15,2025-01-31 23:44:53
189898,84024,540,5,2236.48,2025-03-19 17:07:57
386538,17677,338,3,1021.1,2025-02-09 16:53:42
131422,91621,877,3,4327.88,2025-02-27 23:00:08
875110,48918,208,3,2709.88,2025-01-11 05:25:21
935618,77609,742,3,2408.49,2025-01-01 19:59:06
895913,40197,927,3,1177.47,2025-02-28 10:06:43
937845,69578,492,2,324.67,2025-03-17 21:51:41
649692,54298,709,2,399.6,2025-03-05 18:51:52
584951,29896,652,1,2595.57,2025-01-16 03:36:46
781502,76735,100,1,2167.33,2025-03-09 13:07:56
841981,96674,533,2,347.66,2025-02-05 06:05:58
920586,68492,321,2,3756.96,2025-01-25 18:55:21
110854,16010,533,2,2120.35,2025-01-30 07:15:06
948644,28941,593,2,301.55,2025-01-06 09:26:09
643910,76308,409,1,4499.64,2025-01-01 03:27:09
864934,34473,688,3,2009.2,2025-01-04 19:29:02
943785,31129,927,2,3110.37,2025-02-18 00:40:29
450808,76336,497,3,737.32,2025-01-17 22:29:25
132705,62760,438,2,3130.19,2025-03-28 17:31:10
551863,96361,651,4,2888.17,2025-03-22 10:27:35
721357,96705,410,4,547.8,2025-03-05 10:43:52
756157,88710,877,1,1334.32,2025-03-12 17:02:16
849939,51357,409,4,4591.81,2025-01-26 11:53:51
381261,59968,673,1,2592.37,2025-01-18 13:14:02
451533,44316,735,3,2233.14,2025-02-24 18:42:24
588250,21052,150,4,953.83,2025-01-24 19:58:32
221873,97017,735,1,2779.26,2025-03-06 03:47:00
172393,99539,318,5,4947.75,2025-02-13 13:29:23
605700,25196,877,1,1920.67,2025-02-16 15:01:47
198197,95539,540,1,2059.1,2025-02-05 04:50:44
392188,56331,652,3,2955.4,2025-01-11 09:43:08
388756,55893,497,4,3831.24,2025-02-08 04:43:45
241100,16347,540,1,1188.3,2025-03-12 13:20:33
722102,65971,652,3,172.36,2025-01-08 01:14:32
151815,71447,593,3,2043.3,2025-03-12 21:41:59
924574,50358,385,1,3734.93,2025-01-13 02:58:07
975324,28565,274,2,1324.66,2025-01-25 10:11:51
430122,46512,395,3,2060.38,2025-03-04 17:02:31
123992,23587,680,4,3004.9,2025-03-09 14:13:28
721219,63829,255,2,326.11,2025-03-11 09:19:49
455809,57386,338,4,2216.91,2025-01-04 17:04:16
330116,93746,438,3,2013.24,2025-03-09 05:54:11
573151,21070,150,2,596.52,2025-02-07 20:17:04
187397,65660,926,5,3909.69,2025-02-02 23:17:40
176567,36051,470,5,4048.74,2025-01-23 12:28:04
887458,38627,657,2,1205.25,2025-01-08 23:02:10
110234,24818,470,3,3063.9,2025-01-15 18:04:01
451599,38712,927,4,1344.2,2025-03-10 10:25:42
827891,86946,735,3,2075.49,2025-01-10 13:34:32
992998,14528,150,4,497.36,2025-03-23 08:58:19
969178,22346,470,3,2100.42,2025-02-21 13:14:51
227723,88654,667,1,4595.96,2025-03-05 10:49:43
288296,88264,497,1,2083.84,2025-01-12 00:19:13
538094,38698,657,1,33.77,2025-02-08 02:52:37
520637,70560,318,3,3483.4,2025-02-16 11:57:03
554973,67158,911,4,4127.87,2025-03-10 18:57:32
399012,79791,540,5,2436.92,2025-01-17 13:36:45
754118,29561,374,2,4438.83,2025-03-15 07:53:53
764072,15263,395,4,4744.46,2025-01-23 18:38:12
412590,88630,499,1,2103.59,2025-03-17 19:56:11
815931,71091,150,1,2365.33,2025-01-19 03:37:41
371410,51820,742,3,1581.13,2025-01-18 22:45:10
634624,92418,667,2,4255.52,2025-01-14 10:50:37
138108,13132,911,3,2335.61,2025-01-24 12:03:44
143548,51504,409,4,372.63,2025-02-20 20:29:28
723127,95125,688,3,3915.44,2025-01-31 06:40:18
174471,44875,497,2,1131.31,2025-03-09 22:15:55
852332,84546,851,4,1254.37,2025-03-10 01:58:09
864107,95772,743,2,2496.2,2025-01-08 08:26:53
139170,32757,772,1,1402.31,2025-01-04 13:09:22
533308,51218,732,3,1004.84,2025-03-26 18:58:58
436167,94261,150,1,1638.17,2025-02-27 05:24:00
284258,31798,917,5,2266.56,2025-02-10 01:36:18
389457,81638,926,3,2537.82,2025-03-03 14:00:08
243883,67851,533,2,2114.7,2025-03-08 19:18:52
200688,92394,743,4,1353.3,2025-02-23 08:04:50
998910,27249,196,5,1273.0,2025-01-11 23:38:11
388824,75478,208,1,3715.3,2025-03-05 05:33:09
827047,18028,667,3,4318.7,2025-03-02 03:18:46
426758,56563,709,5,121.31,2025-01-19 14:47:08
486983,82062,498,5,1362.63,2025-01-11 19:06:47
309790,41165,917,4,4002.97,2025-01-28 02:21:53
770822,15714,436,5,3357.96,2025-01-09 01:32:29
236309,21394,657,2,3828.22,2025-01-19 20:56:11
208585,29211,208,4,331.41,2025-01-31 23:56:01
440795,29591,652,4,775.9,2025-03-22 21:58:39
656066,69424,540,1,1696.19,2025-02-13 16:17:59
183589,47737,339,5,3737.55,2025-01-24 05:12:19
755167,28651,848,1,1227.6,2025-03-05 14:42:27
515754,62540,926,4,2435.67,2025-01-01 06:30:35
331294,78849,274,1,4151.62,2025-03-21 09:26:55
279096,41050,100,2,2285.99,2025-03-05 05:56:52
623772,80879,851,3,3386.82,2025-01-08 18:52:14
865982,77516,717,5,4469.55,2025-03-10 17:30:54
554071,35284,743,5,635.32,2025-03-02 04:16:35
887078,60321,358,5,1875.8,2025-02-27 10:37:19
444222,21124,667,5,32.76,2025-02-01 17:39:41
525349,37748,651,3,3972.8,2025-01-05 20:59:50
663832,82664,187,1,512.61,2025-01-29 02:33:52
694259,51732,385,5,4038.43,2025-03-21 13:41:36
375675,85985,307,1,1100.94,2025-01-12 15:13:16
299147,36502,150,4,2994.76,2025-03-14 00:23:11
128178,64963,673,4,3742.23,2025-01-23 09:23:28
470029,41203,321,4,4484.14,2025-02-13 10:43:48
602664,35184,470,2,3414.33,2025-01-20 03:59:17
875790,31087,287,3,1990.9,2025-02-02 16:12:31
684510,87704,363,5,2168.18,2025-01-11 00:11:55
326135,43509,667,1,2895.27,2025-02-25 05:42:50
337747,80279,262,2,706.31,2025-03-25 17:07:25
728860,55459,735,3,4125.83,2025-03-17 20:15:44
258344,66360,848,3,142.33,2025-01-20 16:46:28
391742,27668,318,5,3049.22,2025-02-02 18:51:33
997713,89253,318,2,3988.77,2025-01-10 16:49:07
874498,42040,926,1,389.59,2025-02-12 13:20:12
344092,82508,339,4,156.95,2025-03-04 10:32:54
374919,29308,499,3,2418.87,2025-02-28 06:53:48
510417,71138,688,3,3286.43,2025-02-28 22:37:51
360939,32811,593,3,1093.2,2025-02-20 13:31:17
519123,23229,558,4,1464.36,2025-01-27 08:30:32
404803,74099,709,1,3471.51,2025-02-14 00:20:27
762408,26284,438,4,4282.2,2025-03-08 17:11:36
175225,32499,436,1,2215.1,2025-01-30 06:04:05
635416,20310,593,2,2136.78,2025-03-02 03:12:01
101554,84201,680,3,1197.37,2025-01-20 11:08:12
932967,40422,492,5,1203.92,2025-01-19 22:51:37
819996,16169,673,4,1470.66,2025-01-26 10:17:08
207547,10327,580,3,1164.56,2025-01-02 00:14:50
484890,38317,877,2,2866.43,2025-01-10 18:51:11
301922,99817,307,3,4782.15,2025-03-01 03:14:31
511911,68147,680,5,3271.11,2025-02-23 17:07:57
935232,21066,410,3,4813.64,2025-01-30 23:01:16
355147,65681,498,1,4751.4,2025-01-22 07:52:54
281097,48192,208,2,4331.69,2025-01-14 18:37:48
685156,96007,339,3,2822.22,2025-01-30 04:13:25
305491,33946,877,2,1063.26,2025-03-25 17:29:08
412000,13473,262,2,3238.58,2025-03-20 19:19:48
340301,63389,100,1,3962.12,2025-03-05 19:59:26
394685,76895,113,2,481.79,2025-02-21 00:09:36
783655,60442,742,4,1953.67,2025-03-12 05:38:24
749120,66081,499,2,2815.41,2025-01-21 23:40:27
484659,18776,321,4,791.29,2025-03-06 06:25:00
744038,99576,187,4,1106.88,2025-02-22 06:06:10
453947,10630,688,2,657.58,2025-02-07 15:40:08
286446,90055,778,3,62.63,2025-01-12 07:14:05
708344,45057,652,1,791.69,2025-02-21 22:48:00
813017,14333,926,1,4087.49,2025-03-14 23:15:53
645711,51648,363,5,2420.28,2025-01-13 12:42:12
833279,81827,558,3,3148.17,2025-01-18 19:15:10
397969,38456,748,4,2101.87,2025-03-20 18:58:59
748577,43654,540,4,1651.12,2025-02-18 03:20:13
439639,14747,492,5,3321.75,2025-02-08 17:02:45
595299,90547,262,2,1727.45,2025-02-12 20:18:24
565767,71585,196,2,4870.12,2025-01-14 15:44:16
117454,17455,717,5,2205.18,2025-02-10 10:11:45
375534,49962,307,5,2421.72,2025-02-06 19:35:10
766201,75568,208,2,1856.56,2025-03-05 17:13:48
255447,41369,848,2,1919.56,2025-03-06 01:07:34
500058,21092,100,1,3697.22,2025-01-27 07:05:41
231689,97846,470,1,2775.37,2025-02-22 02:36:24
983568,23431,732,5,13.17,2025-02-08 22:46:28
747148,44218,338,1,3318.87,2025-03-24 05:37:54
691996,96445,927,1,4643.71,2025-02-24 11:47:15
256227,57495,363,5,4519.62,2025-01-30 08:02:01
601391,42363,187,2,4161.39,2025-01-02 07:55:58
553855,51625,911,4,4089.72,2025-01-28 15:50:07
326875,68329,926,1,2461.16,2025-02-24 09:11:17
