transaction_id,customer_id,product_id,store_id,quantity,total_amount,transaction_date
379697,70492,143,5100,2,1152.49,2025-02-11 05:59:51
584837,25587,907,6390,2,3015.52,2025-03-27 04:58:02
947401,51551,131,8204,5,3875.83,2025-01-11 01:52:26
269656,21060,107,7860,5,3683.75,2025-01-04 03:57:40
215556,62347,314,9426,2,2617.95,2025-02-12 18:23:47
887474,46500,592,7908,5,4208.66,2025-02-19 02:01:08
167774,75853,216,7414,5,4462.59,2025-02-04 02:37:27
830668,44854,983,6026,3,2685.8,2025-02-12 07:42:33
824320,29214,382,7576,4,2516.27,2025-02-07 02:57:41
821326,69142,218,9116,3,4759.57,2025-02-11 11:36:08
370094,92030,586,7557,4,3218.93,2025-01-05 17:09:16
287148,70872,809,5420,5,3899.18,2025-03-27 17:54:40
426486,32538,373,8918,2,4645.47,2025-01-15 21:35:32
515495,96128,421,8602,5,1118.3,2025-01-26 19:02:18
456942,77208,324,9299,1,3045.63,2025-02-22 20:48:02
654827,14613,462,8494,5,672.6,2025-03-16 11:18:23
452110,54436,421,5160,5,3028.83,2025-01-31 21:50:40
958804,58170,979,5093,5,2240.62,2025-01-22 00:47:19
257135,23722,770,8918,2,2486.3,2025-03-10 18:31:29
374556,32217,366,9708,3,2845.5,2025-03-04 19:39:34
799143,36635,830,5160,4,3616.79,2025-02-17 14:01:56
705969,51825,503,6026,5,3868.57,2025-03-14 08:41:37
870734,24727,586,9708,1,4728.9,2025-01-01 07:44:17
800243,33182,686,8918,3,2098.7,2025-01-13 22:37:30
834855,80239,107,6186,5,2212.19,2025-02-21 23:34:51
545397,15292,818,6186,5,2502.97,2025-03-09 06:28:56
326228,83277,508,5401,3,155.57,2025-03-19 11:28:48
866834,96565,611,8725,2,1022.12,2025-02-11 15:06:12
952521,80333,319,6295,2,4314.71,2025-03-23 11:30:41
786837,13231,372,6390,2,2410.94,2025-02-08 02:44:15
880587,86759,143,8670,4,3515.46,2025-01-09 03:19:27
381020,63103,630,6295,3,3878.68,2025-02-04 08:36:07
454078,82545,637,5093,2,1557.8,2025-02-04 00:18:39
979439,99800,920,5722,1,1053.39,2025-03-28 15:42:29
775908,99337,646,8670,5,2774.41,2025-03-04 19:15:10
571204,25189,312,9708,5,1932.81,2025-03-10 17:18:06
412343,68226,809,8204,5,1027.61,2025-02-28 11:18:00
862785,39027,366,6186,4,4058.97,2025-03-23 02:15:14
145664,56878,637,9299,1,1567.73,2025-03-24 22:50:19
969387,67051,957,7880,2,2495.84,2025-02-20 04:38:02
369974,18326,281,9763,3,988.54,2025-01-07 01:35:36
993983,32335,907,8725,5,217.66,2025-02-18 20:53:17
150837,97949,131,9763,5,3619.55,2025-02-04 21:19:56
294334,97920,396,9494,2,3328.24,2025-02-07 00:58:25
394570,27147,637,7908,1,2146.48,2025-03-05 11:33:27
478121,81820,421,8725,4,631.55,2025-03-03 03:58:23
543937,25755,704,5946,3,4265.9,2025-02-21 20:24:57
571907,19274,171,5401,3,244.74,2025-03-09 04:26:45
695515,16523,382,5401,3,2321.61,2025-01-26 09:13:13
743271,22630,375,5093,5,501.35,2025-02-08 02:03:01
500187,31237,983,6186,1,1834.7,2025-03-11 20:43:31
694649,43029,281,7693,3,3910.59,2025-01-04 16:38:47
422105,36022,508,8307,3,190.47,2025-01-09 13:24:42
349904,65000,166,8602,2,654.86,2025-02-19 13:45:22
498120,33736,508,5401,4,2028.79,2025-02-02 02:52:04
685706,47559,592,9708,2,3948.9,2025-03-09 02:13:32
929806,11046,312,8307,1,203.51,2025-02-08 13:22:10
352715,25876,505,9708,1,3071.67,2025-03-01 10:56:29
679228,80382,353,7414,5,1307.1,2025-02-10 05:40:51
728216,48367,830,5100,3,3762.88,2025-03-13 13:50:05
215819,55215,143,9708,2,4178.74,2025-03-08 14:41:18
168228,88988,537,9116,2,2160.18,2025-02-17 17:20:28
861449,18204,719,7557,3,2360.4,2025-02-20 08:55:00
945648,10575,430,6749,3,374.24,2025-02-23 06:52:41
895796,51795,611,6211,4,1238.2,2025-02-28 19:24:44
288555,87004,107,7576,3,3522.4,2025-02-10 20:45:39
994515,90030,696,6390,3,4136.79,2025-01-30 14:40:32
970301,25977,353,6029,4,1199.0,2025-02-05 15:33:36
338079,63647,907,9028,4,4436.47,2025-03-21 21:49:20
571984,34582,818,8602,1,1286.37,2025-01-18 06:20:07
147215,77472,809,6186,4,3172.21,2025-02-27 11:12:25
885572,68185,421,9374,1,67.68,2025-01-23 14:00:46
461733,32163,830,6420,5,4471.29,2025-03-26 03:42:13
106344,71448,216,9374,2,3086.32,2025-01-21 00:58:00
283166,61455,917,9763,1,137.42,2025-02-05 15:55:35
294434,77962,537,7557,3,142.74,2025-03-21 02:01:21
847173,34912,880,6026,5,4875.49,2025-01-30 09:45:54
465047,26527,372,5093,3,1742.21,2025-02-22 00:23:27
798645,38651,366,8602,2,2098.63,2025-01-15 09:37:26
880617,94577,462,7522,1,3182.86,2025-01-20 06:14:12
460119,11330,686,6966,4,3079.7,2025-02-19 19:53:43
538761,14309,171,7335,3,3146.59,2025-03-20 10:30:44
399334,90861,306,7414,2,1959.42,2025-02-18 22:27:09
604219,98481,430,7522,1,4891.8,2025-03-28 12:31:05
687610,75496,688,8494,3,4452.77,2025-01-02 09:51:44
870209,15032,503,8307,3,1720.85,2025-02-24 04:17:50
530258,45609,117,7414,2,1873.31,2025-01-17 06:17:12
649396,44108,372,8204,5,1711.5,2025-01-22 08:16:55
983931,99523,907,8494,2,3552.44,2025-02-12 07:41:07
294952,46910,386,7908,4,4208.97,2025-03-07 14:34:08
704241,57223,809,8918,2,4325.6,2025-03-01 23:47:37
578898,39641,586,6029,2,4826.3,2025-01-06 07:21:53
664751,89820,586,6211,5,1738.56,2025-01-24 04:18:01
777178,84348,982,9494,3,2698.64,2025-03-03 09:50:43
173745,79778,306,5401,4,888.56,2025-03-09 13:15:52
534374,97226,917,7414,5,2667.14,2025-02-24 06:41:58
756937,71475,917,8494,3,2159.28,2025-02-28 16:27:33
348976,41883,312,7880,2,2280.5,2025-01-20 08:15:11
794653,32458,699,7557,1,372.43,2025-02-19 07:12:55
848383,35023,344,9374,5,4940.62,2025-01-08 22:39:58
444006,94623,344,6211,4,2766.69,2025-02-11 02:56:37
785018,12286,462,6390,3,640.27,2025-03-15 08:55:59
615913,18454,809,7908,3,2538.0,2025-02-14 04:29:38
717070,51569,688,6186,5,3646.26,2025-01-06 03:59:21
545650,71579,312,7860,3,1803.2,2025-01-26 06:29:32
103368,74580,373,9494,1,1134.7,2025-01-10 20:34:17
555512,80226,983,7335,4,730.51,2025-02-24 17:35:42
451279,38304,696,9494,5,4202.98,2025-01-06 13:41:57
134160,45082,696,6026,5,2997.93,2025-01-21 00:14:36
612893,64845,366,5160,5,4624.2,2025-02-17 22:18:58
110812,46741,505,7693,3,1994.4,2025-03-27 16:31:00
447109,33049,719,9374,2,4251.97,2025-02-12 13:00:14
225884,73752,508,9374,2,850.44,2025-03-05 22:25:02
849402,91906,537,7693,3,1663.19,2025-01-21 08:00:46
718508,50001,541,9299,3,1443.57,2025-03-12 18:04:24
188290,22012,107,8670,1,1605.92,2025-01-07 18:55:43
230662,91655,340,5160,1,915.8,2025-01-18 02:46:29
280321,74536,773,9299,3,1404.76,2025-03-20 11:15:56
499277,74977,983,5093,5,1371.99,2025-02-16 11:49:50
765736,99970,314,9426,3,3761.14,2025-03-23 16:14:01
797760,81029,530,8602,3,1172.95,2025-01-10 09:16:20
400029,81619,462,7576,3,945.37,2025-01-16 15:39:57
896633,14897,979,7522,1,2303.7,2025-01-05 21:19:23
693824,62205,979,7693,4,2519.79,2025-02-07 06:53:58
836597,60349,430,6420,4,5.0,2025-02-26 04:42:41
188712,53276,430,9763,5,3358.73,2025-03-27 11:03:21
307562,76268,505,9374,2,298.61,2025-03-11 02:50:22
981628,38989,566,8477,3,3820.17,2025-03-24 15:39:34
784455,22394,340,6966,5,3011.36,2025-02-01 22:51:20
476708,66668,770,6211,4,921.71,2025-03-03 14:53:12
767777,84339,699,5093,2,3433.25,2025-03-21 08:13:53
709577,11019,462,9299,1,1180.15,2025-02-09 06:12:11
460051,73949,541,5160,5,455.79,2025-01-05 01:27:33
135852,29881,218,7522,4,40.88,2025-03-26 08:21:46
887055,57692,503,5420,3,4748.42,2025-02-01 17:18:41
342680,66037,375,9299,5,3944.87,2025-03-03 07:26:07
636088,23446,880,7557,3,2506.95,2025-03-12 16:53:16
749690,89783,366,9374,5,3115.53,2025-01-05 11:47:23
842781,39772,373,7335,1,4787.3,2025-01-10 03:33:01
863621,82880,340,7880,3,3620.95,2025-01-03 16:58:19
622631,28830,131,6026,3,4113.74,2025-03-12 02:01:55
552521,21188,366,9494,4,3940.32,2025-01-09 12:22:28
141197,65706,312,9116,2,334.83,2025-03-07 08:50:34
504952,94596,696,8918,2,125.63,2025-02-08 00:30:04
470934,48204,979,5722,1,2332.6,2025-01-23 06:28:44
189092,67983,503,6420,4,1651.1,2025-02-18 02:19:04
252416,59905,611,8494,2,2740.8,2025-01-17 22:22:39
179081,98926,344,6211,5,2681.27,2025-02-26 05:27:56
809738,54506,553,8602,4,3840.3,2025-03-28 20:48:22
378687,71198,553,8204,3,4640.69,2025-01-11 01:14:49
488727,42537,797,6029,1,1488.41,2025-01-14 19:53:55
490811,86956,344,6749,1,4745.43,2025-03-26 02:51:40
167392,16639,308,6029,4,4169.56,2025-02-23 07:29:53
381644,98528,503,5093,3,3855.76,2025-01-12 04:57:48
781057,36584,117,5722,3,915.98,2025-02-08 12:14:54
652594,47821,530,7880,1,3776.33,2025-02-21 04:23:08
720884,50319,324,8477,1,3303.6,2025-02-02 15:10:36
388679,24948,880,5160,3,312.39,2025-02-16 09:09:00
929256,28027,218,7522,4,4970.78,2025-02-23 01:21:16
676715,89933,382,5722,3,1073.31,2025-03-22 04:41:18
666581,28429,586,6420,1,4915.28,2025-02-14 00:52:01
107122,84415,216,7414,2,1648.55,2025-01-11 10:31:08
841020,40595,421,6026,1,2256.6,2025-02-02 17:58:11
524186,40371,907,8602,2,4495.23,2025-02-18 16:03:42
450652,86190,537,6749,1,1096.71,2025-02-19 21:48:02
760370,83219,592,6420,3,3306.72,2025-03-15 04:38:09
737304,61975,503,8725,3,253.19,2025-01-30 13:10:11
893948,55105,218,7860,2,4808.42,2025-01-14 00:05:02
735592,40547,770,6211,1,497.7,2025-02-04 04:59:21
980013,51495,422,8602,3,2674.7,2025-01-27 09:31:18
404684,35193,982,8725,3,2773.68,2025-03-26 03:22:22
767057,65456,982,7557,5,1110.71,2025-02-17 04:34:54
943134,45795,306,6186,5,1644.41,2025-02-04 16:41:53
315305,60470,306,6749,1,4908.5,2025-02-19 10:47:34
173406,31182,505,6966,5,1899.6,2025-03-12 00:59:24
215576,46705,481,6186,1,934.71,2025-03-20 14:04:26
668535,89081,754,8725,2,2264.16,2025-01-30 18:33:16
728575,43063,382,6749,4,3491.13,2025-01-07 16:33:17
632716,44787,699,7414,1,4872.54,2025-01-06 12:57:13
777749,95165,366,6749,2,1191.43,2025-01-02 06:58:44
814998,66429,373,8918,2,379.93,2025-01-28 07:59:43
771754,27012,530,7860,1,7.54,2025-03-28 12:21:59
672413,55238,611,9028,2,2912.94,2025-03-11 10:13:24
122093,36287,957,7557,2,3306.46,2025-02-10 13:04:22
869307,38227,719,5100,3,138.49,2025-02-18 01:37:47
227088,88794,809,5160,2,4558.89,2025-03-26 06:39:48
313996,52894,366,9763,2,4600.5,2025-02-17 03:59:10
978478,61710,396,8204,3,1463.49,2025-01-29 13:50:57
696595,10972,537,5100,2,780.54,2025-01-11 17:57:56
750963,26514,688,9028,4,3926.4,2025-03-13 15:52:45
508506,49955,537,9426,4,3404.33,2025-02-09 03:20:13
426830,57091,314,7880,3,3133.69,2025-01-12 12:43:44
760781,18228,375,7880,5,4348.31,2025-03-26 03:10:32
743553,82479,611,6211,3,4255.65,2025-03-26 18:50:26
108175,72039,688,7860,3,2171.21,2025-03-06 15:05:47
400855,39772,982,8918,3,2102.72,2025-01-31 10:22:08
451793,11214,340,7522,2,1564.96,2025-03-05 14:51:44
440424,22612,880,6420,3,1925.28,2025-01-31 18:32:21
274671,24115,699,9028,1,1209.57,2025-01-12 15:50:32
588467,89648,686,6029,3,435.4,2025-01-28 18:08:24
190385,57852,373,9028,5,3569.75,2025-02-27 04:46:00
577720,65385,166,7908,1,3158.57,2025-03-08 15:20:15
380402,35519,344,6029,3,967.77,2025-03-24 17:41:54
422044,35411,314,7693,2,4037.38,2025-02-20 06:08:39
792346,59447,829,9299,1,1168.84,2025-03-26 14:40:05
103489,97308,218,9768,5,2001.52,2025-01-03 08:53:42
363980,83430,611,7522,2,2842.87,2025-02-22 03:25:36
154792,50403,218,8918,3,1849.42,2025-02-01 18:02:32
792674,87269,314,5100,3,1286.4,2025-02-09 20:52:13
695589,69112,880,7522,4,4595.35,2025-03-15 15:29:34
506688,57569,537,9116,5,3935.18,2025-03-26 04:25:02
310406,40012,630,8918,4,4211.74,2025-01-07 16:27:50
900362,67938,340,6420,4,1074.8,2025-02-27 23:24:47
875943,88034,696,6026,4,2894.61,2025-02-12 04:57:36
229477,95399,503,8307,4,1691.95,2025-02-01 10:59:12
765445,81755,917,6966,4,2042.73,2025-01-30 10:47:56
643103,19044,375,7522,4,4093.95,2025-03-22 01:01:09
495047,20225,375,6211,5,2118.68,2025-01-08 04:38:32
998183,77895,281,8204,2,3806.95,2025-01-25 19:51:26
847668,85547,396,5100,5,2145.18,2025-02-20 02:26:47
927345,48166,218,7557,3,1941.89,2025-01-25 18:08:54
963527,13427,505,9768,5,3090.95,2025-01-02 22:25:17
483779,73222,375,6026,1,2267.56,2025-02-25 01:19:25
836108,30899,770,9028,2,3309.58,2025-03-05 20:49:50
440977,47474,537,9763,5,4829.68,2025-03-20 00:08:57
269353,82748,809,5401,2,551.38,2025-02-08 00:06:16
473002,42742,570,5946,1,3276.52,2025-02-01 08:14:40
375588,24636,983,7860,5,4642.3,2025-03-13 12:37:50
160231,36584,430,6186,5,3272.28,2025-02-15 14:48:53
935270,57061,646,9028,5,4642.84,2025-03-25 15:16:43
927239,52892,166,6026,3,2753.84,2025-03-01 13:36:09
211945,88512,541,8602,1,2060.9,2025-03-28 03:56:30
184400,69153,586,9494,3,2923.0,2025-03-04 07:08:33
217373,33936,880,9299,1,4427.79,2025-01-21 21:22:12
224885,12731,696,6211,3,3831.27,2025-02-02 21:20:45
757557,44517,386,5160,5,4885.7,2025-02-03 03:05:21
365427,34138,611,6211,3,3070.9,2025-02-09 09:01:57
508051,65966,421,6295,5,3689.48,2025-02-12 03:17:55
307507,14666,982,8204,2,2235.38,2025-02-26 09:17:53
705815,55782,907,5401,4,1050.82,2025-01-21 21:54:03
400706,16148,386,8494,3,1155.17,2025-03-14 12:11:51
682191,15726,982,6390,3,997.2,2025-02-12 23:44:01
584233,53616,143,6749,2,3142.37,2025-01-12 01:50:15
417074,19600,630,8477,2,1298.72,2025-02-02 21:53:23
643855,83251,375,7576,4,4330.34,2025-01-23 00:38:58
288053,83279,386,5722,4,1773.89,2025-01-16 01:57:14
553950,43638,505,8204,4,4098.73,2025-03-02 12:44:13
915294,11423,314,5100,4,3782.55,2025-02-11 17:45:19
179001,29617,344,9374,1,4560.78,2025-02-11 05:59:58
329770,10684,570,6295,2,1277.16,2025-02-01 02:28:16
664547,89637,530,8494,4,3593.67,2025-03-11 23:00:16
505072,33070,982,9708,3,1527.2,2025-01-07 12:46:33
921028,78817,319,6029,3,2776.8,2025-03-21 08:51:01
396308,26382,216,9374,1,603.48,2025-03-05 06:39:05
951463,52987,696,5946,1,1272.99,2025-03-22 10:17:53
469778,30735,917,5401,5,1275.91,2025-01-09 15:11:51
961174,50946,676,8204,5,688.62,2025-03-24 14:12:43
551583,40598,797,9494,4,2236.6,2025-01-24 20:55:19
415119,94312,797,7880,1,1132.96,2025-02-06 13:52:28
738107,60088,166,6749,1,4778.7,2025-03-09 01:08:00
525197,15176,770,9708,2,1633.42,2025-02-09 15:31:01
200408,49179,979,8918,2,3884.78,2025-01-07 17:42:14
531068,30916,829,8307,1,96.88,2025-02-09 17:10:48
390789,64747,462,9494,3,1895.72,2025-02-06 20:08:38
726419,79294,505,7693,5,984.75,2025-03-06 19:27:03
629070,68902,372,9708,1,4700.51,2025-03-20 07:54:31
402984,14603,344,9426,2,1495.1,2025-01-25 22:56:51
945812,52973,983,8494,2,3849.42,2025-03-02 00:36:07
665103,21885,797,5420,1,2213.63,2025-01-28 00:33:28
391440,27395,530,5160,2,4545.67,2025-02-05 16:13:16
855803,38104,907,9763,1,4651.42,2025-03-19 01:40:00
169959,74930,373,9374,4,571.9,2025-03-26 18:36:58
947089,21428,809,9708,5,45.75,2025-01-13 01:29:32
649144,32660,592,5401,1,2394.71,2025-01-13 03:05:55
401852,87813,366,7335,1,3894.26,2025-01-12 03:57:19
922927,46214,218,8477,1,1256.86,2025-01-26 14:09:30
327658,15563,686,5160,2,3287.64,2025-02-22 19:04:53
946805,34952,508,5401,2,3272.12,2025-03-01 13:07:54
112975,98846,686,7860,5,3280.67,2025-01-19 17:05:55
597926,95622,570,8477,1,1835.38,2025-01-14 01:02:03
314512,73432,306,8307,3,3514.87,2025-03-20 14:55:35
353796,90148,719,7693,1,2167.11,2025-02-16 03:02:53
277828,74707,754,8204,4,3655.28,2025-03-24 17:31:23
558969,21813,386,5946,5,1983.24,2025-01-09 18:39:19
411391,39682,319,9028,1,3960.55,2025-03-26 08:47:37
670744,77634,957,5093,4,758.63,2025-01-18 09:12:23
397250,48221,372,8494,2,622.65,2025-01-08 22:20:46
773347,32977,773,6749,3,2375.26,2025-02-02 06:37:32
232430,85048,503,5160,5,3500.2,2025-02-14 17:37:25
747025,57203,797,5722,5,3936.19,2025-02-21 08:31:26
201942,81171,696,9426,3,1918.16,2025-03-28 16:54:48
247195,64198,553,6186,5,3559.8,2025-02-23 05:39:39
991546,46131,920,5722,5,1566.35,2025-03-01 06:02:11
941908,99064,686,7860,2,682.35,2025-02-05 06:52:20
722787,41918,308,6390,1,628.72,2025-01-08 10:14:56
218169,43423,306,6295,2,2172.12,2025-01-29 22:30:16
425403,91279,676,5100,5,3604.67,2025-01-22 01:51:39
757580,95218,704,6026,5,717.78,2025-02-03 03:10:19
825255,50256,553,9374,5,4006.39,2025-02-10 07:37:44
520980,29784,541,7880,4,300.61,2025-03-14 17:03:21
662911,29533,704,8477,1,3380.99,2025-01-04 16:54:20
689851,31410,676,7522,5,3258.0,2025-03-28 09:38:48
384411,93200,171,8494,4,1879.68,2025-01-07 21:12:36
542812,11456,218,9763,4,697.35,2025-03-03 03:21:30
109042,77000,537,7860,3,1451.65,2025-02-13 19:28:19
808121,40006,818,7414,4,2806.38,2025-02-03 18:37:45
776135,35446,983,5946,5,2047.3,2025-02-20 22:07:20
573936,71678,131,9374,3,2470.78,2025-03-08 20:05:35
390912,75380,676,7576,2,2927.3,2025-02-05 17:57:53
470665,97373,704,7880,5,538.67,2025-02-22 14:55:01
510812,32388,809,7908,1,1820.82,2025-02-07 11:32:40
496829,23767,830,9299,4,1406.8,2025-03-10 13:21:22
287891,41373,592,9299,2,2725.24,2025-01-12 16:45:29
693459,39674,375,9426,3,2306.12,2025-02-04 10:18:40
445051,15697,353,8725,5,3729.21,2025-01-17 03:34:40
453186,88151,117,7414,4,1801.31,2025-03-19 07:01:05
309112,84427,586,6390,2,1831.93,2025-02-10 11:20:23
845666,50403,809,6026,4,3419.87,2025-03-10 07:42:50
377004,50877,422,6211,3,1507.29,2025-02-27 13:31:46
471468,88059,541,9494,3,1911.64,2025-01-10 13:30:20
110695,75409,462,5946,3,2320.94,2025-01-22 17:27:51
441437,47554,592,5401,1,2816.79,2025-01-07 04:13:38
619487,92568,508,7414,3,2338.75,2025-02-05 11:24:25
722052,43893,396,6186,2,598.58,2025-01-02 04:25:32
838428,29844,344,9374,5,1413.8,2025-01-22 07:58:58
450736,77640,880,9494,3,3220.43,2025-01-28 04:23:16
480334,12122,696,8307,3,441.23,2025-03-27 00:03:21
558909,77187,630,8477,5,1381.89,2025-01-15 05:36:56
738547,64095,462,7414,1,2456.3,2025-01-31 22:04:13
473718,22523,880,9763,1,3782.81,2025-02-20 23:04:56
619002,50140,979,5946,1,3145.1,2025-03-19 08:22:00
636241,82098,541,8204,1,4516.99,2025-01-26 03:33:08
742948,42265,704,9116,4,3697.79,2025-03-23 17:12:19
244902,85887,314,5722,2,3464.18,2025-01-23 07:05:32
344537,60765,770,6295,5,1063.63,2025-01-06 09:29:55
201388,51624,917,6026,3,3349.65,2025-01-28 13:49:08
756661,47208,503,7908,3,830.66,2025-01-02 19:04:23
259852,76572,880,8477,2,1751.93,2025-02-26 03:58:24
560450,21451,314,7880,2,2744.93,2025-01-05 03:52:06
696153,96958,541,9763,2,702.27,2025-03-08 00:18:36
705228,68260,829,8602,2,3665.99,2025-02-16 15:38:43
596208,94189,372,6749,1,207.85,2025-03-27 02:37:38
668977,99090,481,7414,5,4594.23,2025-02-19 00:39:32
915019,17830,372,5093,4,1462.5,2025-01-26 05:24:59
738370,90935,386,8725,5,4765.48,2025-01-08 02:42:24
186503,94222,171,9494,4,1790.5,2025-02-02 12:46:17
133053,64219,646,9708,2,1677.43,2025-01-31 16:04:39
318617,63106,382,7335,1,970.31,2025-01-23 14:16:44
155884,65943,699,7522,4,259.3,2025-03-16 20:58:30
120019,32479,880,9116,3,3154.26,2025-03-10 05:06:44
431581,44108,719,7522,1,1445.27,2025-03-23 12:27:00
105481,58750,541,9768,5,3583.96,2025-02-08 04:27:35
128196,91862,259,9426,4,3978.61,2025-02-16 14:50:10
641893,25685,770,9299,4,3398.93,2025-01-20 13:27:32
